plan_no	subject_plan	plan_description	section	note_title	note_subject	domain_context	status
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Strength of Materials	Beam Deflection	Strength of Materials	ENGINEERING_SCIENCES	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Strength of Materials	Combined Stresses	Strength of Materials	ENGINEERING_SCIENCES	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Strength of Materials	Stress Transformation and Mohr's Circle	Strength of Materials	ENGINEERING_SCIENCES	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Strength of Materials	Thin-Walled Pressure Vessels	Strength of Materials	ENGINEERING_SCIENCES	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Strength of Materials	Columns and Buckling	Strength of Materials	ENGINEERING_SCIENCES	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Structural Idealization and Load Paths	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Stability and Determinacy	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Analysis of Determinate Beams	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Analysis of Determinate Frames	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Analysis of Determinate Trusses	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Internal Forces in Structures	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Deflection of Beams and Frames	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Influence Lines	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Moving Loads	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Indeterminate Structures	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Slope-Deflection Method	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Moment Distribution Method	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Energy Methods	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Matrix Structural Analysis	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Arches	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Cables	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Structural Analysis	Structural Stability	Structural Analysis	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Properties of Concrete	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Properties of Reinforcing Steel	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Reinforced Concrete Design Philosophy	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Strength Design Method	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Flexural Analysis of Beams	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Singly Reinforced Beams	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Doubly Reinforced Beams	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	T-Beams	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Shear and Diagonal Tension	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Development Length and Anchorage	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	One-Way Slabs	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Two-Way Slabs	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Short Columns	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Slender Columns	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Isolated Footings	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Combined Footings	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Retaining Walls	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Reinforced Concrete Design	Serviceability: Deflection and Cracking	Reinforced Concrete Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Properties of Structural Steel	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Steel Design Philosophy	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Tension Members	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Compression Members	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Beam Design	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Beam-Columns	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Local and Lateral-Torsional Buckling	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Bolted Connections	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Welded Connections	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Connection Design	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Base Plates	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Plate Girders	Steel Design	CIVIL_ENGINEERING	Unmapped
3	🏗️ Structural Engineering	Master the behavior, analysis, and design of structural members and systems through strength of materials, structural analysis, reinforced concrete design, and steel design.	Steel Design	Composite Members	Steel Design	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Soil Formation and Weathering	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Soil Phase Relationships	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Water Content, Void Ratio, and Porosity	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Unit Weight and Specific Gravity	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Grain Size Distribution	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Atterberg Limits	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	Unified Soil Classification System	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Properties and Classification	AASHTO Soil Classification	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Compaction	Principles of Soil Compaction	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Compaction	Standard and Modified Proctor Tests	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Compaction	Compaction Curves	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Compaction	Field Compaction	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Compaction	Relative Compaction	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Capillary Action in Soils	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Permeability	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Darcy's Law	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Laboratory Permeability Tests	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Seepage	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Flow Nets	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Water, Permeability, and Seepage	Seepage Forces and Piping	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Total, Neutral, and Effective Stress	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Effective Stress Below the Water Table	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Effective Stress with Seepage	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Quick Condition	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Compressibility of Soils	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Consolidation Theory	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	One-Dimensional Consolidation	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Consolidation Test	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Primary Consolidation Settlement	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Secondary Compression	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Effective Stress and Consolidation	Immediate Settlement	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shear Strength of Soils	Mohr-Coulomb Failure Criterion	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shear Strength of Soils	Shear Strength of Cohesionless Soil	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shear Strength of Soils	Shear Strength of Cohesive Soil	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shear Strength of Soils	Direct Shear Test	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shear Strength of Soils	Triaxial Compression Test	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shear Strength of Soils	Unconfined Compression Test	Soil Mechanics	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Exploration	Site Investigation	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Exploration	Boring and Sampling	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Exploration	Standard Penetration Test	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Exploration	Cone Penetration Test	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Soil Exploration	Soil Exploration Reports	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Bearing Capacity and Settlement	Ultimate and Allowable Bearing Capacity	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Bearing Capacity and Settlement	Terzaghi Bearing Capacity Theory	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Bearing Capacity and Settlement	Bearing Capacity Factors	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Bearing Capacity and Settlement	Effects of Groundwater	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Bearing Capacity and Settlement	Eccentric Loading	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Bearing Capacity and Settlement	Settlement Analysis	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shallow Foundations	Foundation Selection	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shallow Foundations	Isolated Footings	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shallow Foundations	Combined Footings	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shallow Foundations	Strip Footings	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Shallow Foundations	Mat Foundations	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Deep Foundations	Pile Foundations	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Deep Foundations	Pile Capacity	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Deep Foundations	Pile Groups	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Deep Foundations	Caissons and Drilled Shafts	Foundation Engineering	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Earth Retaining Structures	At-Rest Earth Pressure	Earth Retaining Structures and Slope Stability	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Earth Retaining Structures	Rankine Active Earth Pressure	Earth Retaining Structures and Slope Stability	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Earth Retaining Structures	Rankine Passive Earth Pressure	Earth Retaining Structures and Slope Stability	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Earth Retaining Structures	Coulomb Earth Pressure	Earth Retaining Structures and Slope Stability	CIVIL_ENGINEERING	Unmapped
4	🌍 Geotechnical Engineering	Understand soil behavior and apply geotechnical principles to soil classification, seepage, consolidation, shear strength, foundations, retaining structures, slope stability, and ground improvement.	Earth Retaining Structures	Surcharge Effects	Earth Retaining Structures and Slope Stability	CIVIL_ENGINEERING	Unmapped
